chunk3360 我这儿把电池放里面它怎么显示换电失败是怎么回事
chunk5532 你把1196给他解绑掉
chunk7420 你帮我转换一下六十的
chunk3813 我在这边换电的话碰上06号跟07号舱门同时打开了我把电池放入07号柜但是上面显示要是放到06号柜我现在换电失败怎么办
chunk7857 七十二伏的控制器你们电池这锂换电是六十伏的能不能用
chunk4231 怎么又断电了这破电池
chunk4597 四十八伏转六十伏怎么转
chunk3581 能帮我先把电池开一下吗
chunk2485 电柜把我电池吞掉了能给我取一块电池出来吗
chunk4022 广州这里有六十伏的电池是吗
chunk1062 你们现在四十四十八瓦的电池这么垃圾的吗
chunk8262 我这边想换一下绑定的手机号是怎么换
chunk3422 我为什么每次充不到十分钟的电然后就每次都什么什么警告然后就直接把我电给弄没了那每次都三块多四块多那我每次都这些钱都没了
chunk5982 我不是刚开的你们这锂换电他点击续费之后续费它跳出一个页面左边是个什么自主续费右边是一个申请垫付那我应该到时候应该怎么弄呀
chunk281 我这边扫码取线它没有线我在苏州
chunk8182 我充了一个晚上的电就上班了一点都没充进
chunk1185 我电池想要转租可以吗转给我朋友
chunk417 现我在江西南昌我在江西南昌我要拉一个人的话我这边还有增加五天的那种吗活动吗
chunk6605 我在你们这里免费的转接线嘛它不出来是不是什么鬼
chunk3824 我不是退电吗然后我也把电瓶放里边了它怎么显示退电失败怎么解决
chunk7415 柜子电池放进去了检测成功了他没有弹电池出来
chunk763 我充电然后他付不了钱有微信支付的时候跳转不了
chunk7700 如果电瓶不想租了因为我租电瓶这里还有二十七天我不想租了你们不能退是不是
chunk400 我要还电池你能帮我打开柜吗我这边扫码扫不成功
chunk3861 今天早上你等我充值购买了一个套餐是可以退的吗
chunk5281 我不知道是不是你们这插销有插座有问题呀我现在着急着呢
chunk5913 我这电瓶为什么程序没弹出来
chunk2663 想用套餐然后我看一下它有两种然后六十伏max的是多少安的容量
chunk3606 我现在我逾期了如果我现在交的话押金会不会直接退还给我
chunk3848 我要拿一块普通电池我现在用的是六十伏max的我装不下
chunk3571 现在有没有优惠券现在一个月买三百二
chunk7365 我走了好几个换电柜了要寄存电池然后都显示都只有一个空柜然后怎么寄存呢
chunk5614 我想换电池四十八伏转六十伏该怎么操作
chunk8016 这锂电换电信用分50是免押金吗
chunk3635 我电瓶然后很久没用了我这次来换电然后交上钱它显示说要交一千五的押金是怎么回事
chunk1849 我现在已经点进去了然后又要我重新再付押金那怎么搞呢
chunk2672 我刚才申请退款的取消了现在套餐还没有返回来
chunk3615 你们这锂换电然后柜子里面拿出来的电池它头跟我的电瓶车头怎么不一样插不进
chunk3962 我现在电池不用我现在没有办法归还我现在不方便归还时间也快到期了这样会不会有其他的收费
chunk3517 202105210041
chunk5404 我充电柜账户变更是怎么变更的
chunk68 我电池钱还能退吗
chunk4783 我绑定这手机号底下怎么没有电卡号
chunk1657 我在这里购买的线材他怎么没出来呀
chunk3908 我号就有没有押金
chunk3101 我电池放到八号柜八号柜里边然后呢电池没出来我搞了两遍搞了
chunk1723 我这边换电的时候他怎么把我电池进去之后他不打开箱门了
chunk4525 我之前用号码买的月租今天到期了到期之后我就想换另外一个换我现在用的手机号码换然后怎么就买不了嘞
chunk4058 我刚才打了下咱们客服然后因为充电不正常刚要给我取消但是现在还没取消呢
chunk411 就我刚换电然后我电池放进去了然后他没弹出新的来现在换的他开不了了
chunk4306 我小斑马的余额要他怎么退出来
chunk4408 刚客服给我打电话说那我刚才上一次换电的时候然后两个人电池拿反了请问我现在要怎样操作呢
chunk7021 刚才我有打过电话说我租电瓶结果我钱交了我也拿出来了但是我电瓶槽有点小放不进去盖子盖不上我刚才说钱能退吗那最后让我上传证据我也上传了
chunk5363 那我换电池把电池放里面关上门绿灯它为什么不吐新电池换电柜
chunk5172 支付宝里面为什么这里自动扣款五百块钱为什么会要
chunk1525 我支付宝上面显示六月二月二十四号有一个押金逾期是什么意思
chunk6519 现在线材的插口好像跟电池匹配不上老是插不紧呢
chunk6535 我取线呢我取完之后柜门是怎么没开呀
chunk3952 我用您充电桩充电动自行车的时候刚开始然后好着但是过了十几分钟他给我微信上显示说是异常设备告警说是一直未进入
chunk3047 我退电的话押金为什么你退不了
chunk5377 这锂换电的插头只有这种的是吧只有这种俩口的没有那种大口的
chunk3916 电池被吞了你赶紧把我弄出来都快超时了
chunk67 我想用这里的电池然后选的时候我看有一个四十八伏的然后还有一个什么四十八伏max然后我点击我想换回原来套餐但是显示换不了能怎么能改一下
chunk379 我今天准备要跑外卖然后我现在不想跑了我想他给我买了一个套餐套餐可以退钱吗
chunk4857 我想你帮我查一下看我押金是当初是交了押金呢还是免押金呢帮我查一下看好吧15151
chunk5773 我租了一个电池
chunk2657 我电池我已经续上费了但是我支付宝上显示要逾期怎么回事
chunk3111 你帮我开一下柜子我放错柜子箱了因为有两个柜子四号都开着我放了另外一个四号了
chunk1841 电池寄存这块如果说我寄存它是有没有时间限制的我在广东汕头
chunk6385 我不是租了你们家的电池吗然后换了车子但是我没有头子
chunk6885 我这换的以前是出的是六十伏的我现在出了四十八伏我这里一年都没差不多一年都没出了忘记了我租错了
chunk551 我柜电池存里面然后柜子没开
chunk8171 我的电池寄存了几天今天取出来了怎么现在用不了
chunk7646 我他扫码上是什么押金已免押你现在又扫码又一直扫的界面扫不出来我要换电现在
chunk1145 你们咱们现在肥东县这边呢这边这锂换电的话电池的容量是多少
chunk4923 我是西安金玉蓝湾的我在七号充电桩我是十一点四十五开始充电的现在显示的充电时长是四个多小时这是咋回事了我觉得应该是五个多小时才对了嘛
chunk8110 咱这锂换电里边有没有七十二伏的电池
chunk2181 我换了这块电池没电
chunk5027 我跟你讲刚充电根本就没充满怎么显示是充满了六个小时就充满
chunk2361 我不是租了一个电瓶嘛完了我第一次取的时候他那个线没出来完了我又第二次扫第二次扫要收费
chunk4915 你给开下柜儿吧05号这大黄庄点他说那哥们儿用蓝牙开的我放他开这柜了我现在换不了电了05金马生活叫啥编号
chunk7514 我电池放进去了但什么旧电池放进去了新电池又不弹出来
chunk809 我扫码充电为什么扫进去然后点开始充电它没有反应
chunk6562 我这边电池还有十几分钟到期但是我人不在上海这边晚点还的话会有什么影响吗
chunk7344 这边电箱扫码多出一个电池
chunk2487 我能买那个线材已经交二十块钱为什么没有吐出来对
chunk1844 我这买了个电池的呀怎么没有显示出来呢怎么没有了嘞
chunk1426 我上面还上面写七八伏的为什么倒了就没有
chunk1556 我不小心把要换电池放到六号柜我应该是放到九号柜这怎么办
chunk2347 我现在用的是刚才换了一个六十伏max的我想用回六十伏的我现在怎么转换
chunk418 为什么我的充电它充了十几分钟就断了呢
chunk8274 你这锂换电我开车去找了几个地方都没有地方还怎么整呢
chunk4239 我刚在软件上提现了五十块钱它没有到账而且连记录也没有
chunk5382 我刚充续的是续的费怎么上面一显示我已用十二天多了
chunk6349 我刚来这边换个电池然后打开之后里面是空的怎么弄
chunk7620 咱们一个月多少钱电池
chunk5347 我手机上头进水了扫不了码开一下换一个电
chunk2784 我放那里充电他怎么又显示充电充电才是三雅本来是个三百雅的嘛那充电流量嘛他也充电
chunk1227 我这锂换电你帮我放一下电过年还压了我一千五呢
chunk434 快帮我开个柜子我电池放进去它不开门了
chunk3480 我账号里头昨天扣了五百块钱五百扣的少嘛
chunk1223 我你们押金是怎么回事你如果押金交进去如果码短期的就不能使用
chunk8404 电柜打不开
chunk5075 二维码都损坏了怎么可以充电
chunk7047 这锂换电我在这里柜台上呢我扫码换电了旧电池放进去了新的电池门不开呀
chunk836 我在这边买了个六十伏的max贵了几十块怎么找出来老的电池
chunk289 可以帮我查一下卡号下面户号这小河马充电桩费多少钱吗
chunk7084 你帮我查一下浙江的杭州市
chunk2990 刚才男的问题没给我解决电话给我挂了
chunk7210 我在这换电它有一个空格但是扫完码之后显示没有空位
chunk3903 电池放进去的话半天打不开的打半天打不进去的这里
chunk8001 我不知道怎么被扣五百块
chunk4063 我电池它刚才有个站点报警通知我说我让客服关了电池现在不通电你给弄一下我着急
chunk7627 我这边的话是在APP上有预约了一个日租的电瓶车但是我到了提车点之后然后这边是显示没有车了要过很长时间才有车然后我打了上一个客服的电话他跟我说让我支付宝说创建一个账号然后他说到时候会把钱退到上面去是吗
chunk8162 手机号有免押金
chunk4595 我先把电池放进去这他没给我弹开
chunk6240 因为电池要大一点但是放进去之后我座头上扣不上
chunk4134 你快点看一看我账号我这现在的单子马上要超时了那电池放进去了然后柜门没弹开取了电池走九号仓然后柜门没弹开再给我弹一下我现在着急了他九号九号仓的柜门
chunk1895 六十MAX怎么换六十伏呢怎么扫不出来只能扫六十max
chunk1365 我现在要把电池但是这里因为好像是有逾期然后就退不了因为我退了我准备重新购买套餐
chunk7341 我家附近的一公里内的都没有可以换的柜子
chunk3907 我为什么扫码充不了电呢电动车那里
chunk4485 刚才我提现了我邀请个好友提现过不了提现上了
chunk3499 你能帮我查一下电池定位吗
chunk1839 我朋友实名验证的名字输入错了现在还是什么审核中完了我再重新给他把这名字改了还改不了
chunk1040 我现在这里我说电池要退电池可是我在人在外地也能登能用能叫别人登一下我的号码来上
chunk648 我电柜我旧电池放进去它不充电
chunk918 我这儿你们这最新推出了一个北京这不是出了个四八max的电池是吧
chunk2826 我换电的时候扫了个柜子然后我放电池进去了关了门它没有出其他
chunk4955 我有线刚换电的时候一起被关在柜子里面了
chunk1165 您我们这边的充电桩显示的离线我联系我只道你能不能给我说一下我们这边负责人我联系一下让他给我们修一下
chunk4838 我提现怎么到现在还提不了什么原因
chunk2519 北京这边有没有四八那个新出的电池
chunk7450 你抓紧帮我查一下我这电池充不进去我等着走
chunk3434 我的新电池放进去旧电池它不往出来了我说四号柜门一打开一打开就不打开我说着急用呢
chunk2756 续费有什么问题
chunk8359 我看这锂换电不是有活动吗充四个月送十五天活动那我今天早上充了一百天为什么没送
chunk7788 这锂换电我现在富阳呢我要到桐庐去桐庐那边怎么办呢
chunk3260 我上次换的电池好像不是你们这里的然后我用了然后我现在换电他现在不给我换
chunk6228 帮我开四个空仓我要丢四个电池进去我是站点的
chunk8426 我电池头放里面了怎么办
chunk6150 优惠券能不能给个大的
chunk2707 怎么这里换电换不了呢
chunk1616 我开一个柜子不小心把电池旧电池放在另外一个柜子里面了
chunk3146 我是在浙江省杭州市拱墅区我有一个场地说跟你们合作一下我有场地嘛
chunk4852 咱们最大的充电功率是多少呀
chunk7145 我电池被吞了啥情况
chunk2701 租时间长一点的我觉得时间长一点会划算点然后他不小心点快就租了一个月所以我想能不能把这个退掉
chunk5338 我刚才把电池放里了然后再扫码就打不开了
chunk5367 咱这个充电桩按小时和按功率啥意思有啥区别
chunk7191 帮我转换为六十伏帮我账号
chunk7333 你给我找一个最近的换电站点我现在是在雁荡山高铁站附近
chunk4763 这柜台卡掉了我要放电池我发个柜台号给你2021070803
chunk6830 我电池放进去了然后他门没打开我电池没拿你要不要帮我开一下
chunk3255 你给我看一下我这我退电池他这是退押金他怎么弄呢他在审核中
chunk7101 我前天晚上我去那里换电池有一个骑手他在那里说电池给机器吞了嘛我换电池我扫了一个码就弹出了电池我拿了就走他一下弹出两个框来但是今天我换电池就
chunk1734 那我这边换电然后电池放进去了没给我弹新的柜门然后重新扫码以后他给我弹了另外一个空位子我电池现在放进去了我没电池忘记塞了
chunk3899 你帮我再看一下我又换了一个充电桩但是充电的还是显示绿色不是红色的
chunk1984 我能换那种类型的电池吗这个类型的我看可以扫
chunk646 这锂的电池还逾期了你能帮我查一下他逾期是在什么时候吗
chunk7053 我的电怎么关了
chunk5059 我等一下再买三个月的套餐我中途要是要回家要半个月的话那半个月怎么弄呢
chunk7761 我电池换电的时候我扫门开了然后电池放进去然后它有电的电池它不开门我拿不了电池扫了四次都没有开
chunk2973 我电池放进去了但是他没有检测到所以没有弹出新的电池出来
chunk737 我电池逾期了吗
chunk2834 我们的电池我能不能买断
chunk1880 电柜没电了然后另外一个电柜它坏了然后只能用电柜你帮我把电柜打开一下吧
chunk8434 你能不能把我这电池打开我这我天我天都打不开到夜间
chunk1481 我电池换电过程我把电池放进去了然后没给我弹出来
chunk494 我换电的时候然后把电池放进去了但是新柜门没有打开
chunk2574 敲打敲打还关着打开后再重新更换
chunk2896 我扫的线材他们这边好像没柜子上面好像没有线材
chunk4932 你们充电小斑马是怎么回事我以前用微信一扫就可以了今天我叫我上面公众号我扫一扫是那边是那两个棚子是那边棚子二号充电器我帮人家充了我自己没电我说怎么回事
chunk5472 13758047五百
chunk2628 我换电换不了
chunk506 其实我刚才寄存电池然后他说我寄存失败你帮我查一下有没有寄存成功了
chunk3703 充电桩断开以后就交了的费也就没有了
chunk46 我在你平台上做的电池我把东西把电池放进去了然后他没有打开
chunk4486 你那边线槽我插不上去怎么充
chunk7485 我电池软件提示我有一个赔付这咋整我这电池我得还了呀
chunk3212 你帮我查询一下我这边拉新一个用户他是不是新用户他都买了套餐的但是我这边没有查到
chunk3020 那也不可能这么这么耗电吧这没根本就没电吧这种电池
chunk4132 你们现在四十八伏的电池全部下架几个意思
chunk5250 你们充电没充满然后自动断电然后面的余额款也不退款是怎么解决呢
chunk6467 我线好像有问题了这怎么办
chunk1407 我朋友买的租的电池是二百八我为什么三百五呀
chunk4761 你们电池它好像带不动我电瓶车呀
chunk3116 电池我换错柜子了放进去然后没出电池出来
chunk2713 你的充电桩是不是故障啊
chunk1085 现在杭州我套餐没用完我到别的地方去可以用吗别的城市去可以
chunk2859 我刚想配电池的然后我是扫的码然后直接换的电我直接把它还回去过后他让我把电池拿出来的时候我没拿出来我直接把他门关了
chunk1850 我刚才把换电的放进去了然后换电换不出来
chunk2456 我换电池我到哪个换电柜我都不能换了换不了的
chunk6338 我余额还有八元钱但是我们这里没有充电桩我余额能退给我吗
chunk7943 我是出了车祸了我电瓶该怎么处理
chunk5107 刚打过电话了我搞了一个人套餐然后我现在要转站点套餐
chunk4479 我的电池被吞了
chunk2433 我电池之前是寄存了之后现在我取不出来能不能看一下怎么回事
chunk5209 这购买了线然后取怎么取
chunk6515 我昨天回趟老家然后我电瓶忘了寄存充电柜了你那边能不能先帮我电给它关掉
chunk1883 刚才我有一个退款他给我退了他说给我退了退钱退哪里去了
chunk4802 为什么我们充电用不了了
chunk7672 你们好像在湖南常德有
chunk6056 一个订单
chunk2333 我这边换电然后的话刚才我是换了一个四十八伏的然后现在我就到了那充电柜这边我那个六十伏的它充满了麻烦你帮我开一下可以吗
chunk8075 我这边换电发现线是空的能不能帮我重新开一个柜
chunk3475 我这里充电充也充不进去按亮了一下电瓶车的充电器按了一下直接就充不进去电跟我们小区的一样的我在其他小区充电
chunk408 我现在是在长沙我现在是在长沙用电池吗然后我选择寄存了但是我可以到深圳寄存我套餐吗
chunk5886 刚才我扫个电出来了你们连那根线被你们投票的是啷个回事
chunk3065 我刚才在换电然后我放进十四号舱门但是没有电池弹开然后我重新扫码他给我开的是九号舱门
chunk1130 我套餐里面还有十四天然后我现在呢意思不做了然后呢我想把套餐转给我朋友这能转吗你慢点注意安全
chunk6175 我们这边是车行帮骑手做免押免租的电池他自己不小心点出来了我们这边可以重新拉进去吗
chunk5497 我刚购买你电池几分钟然后他说原来又要购买线的我觉得好麻烦我不想用套餐了我想退了它了不租了行不行
chunk4303 我二十六号用的是电池免押金然后又扣了我五百块钱怎么还没退回来我都反馈过了客服说两三天就退回来了怎么今天第三天了还没退回来
chunk246 我们充电桩直接扫不上码是什么卡扫不上是怎么回事
chunk2582 我的这个费用怎么扣除掉了怎么扣到我这关键是我的电瓶已经还掉了
chunk3289 我电池可能放错了怎么弄在我现在我这里房间上面也显示百分之九十九我现在已经没电了
chunk6926 我这边是它显示换电成功了但是电池的柜门没有给我开
chunk1382 我开了一张票然后他发票的邮箱的邮箱的他账号做了然后发票已经开了但是我这边需要重开一下
chunk4920 我扫开柜子我把电池放进去了但是我再一扫码他二号柜不开二号柜不开我又扫了一下扫了一个他打开一个空柜子我取不了电池
chunk828 我现在换了一个城市租电瓶我但是没有电怎么弄
chunk4294 你那边后台能不能给操作一下呢昨天我点错了点到退电上面去了
chunk2526 跟这个比能长跑多少这个一天换好几次
chunk1683 我来换电了然后他检测电瓶没放进去
chunk7019 我买了个线材它还是不掉怎么搞
chunk2031 我刚才租这锂它怎么扫不进去
chunk1172 我刚才把电池去寄存了但是给我来个信息说刚来的信息说寄存失败了
chunk4884 你把我平凉路1903号这里电柜帮我打开3个柜子我有3块电池要退
chunk2661 我刚才换电池的时候把电瓶放进去扫完码放进去之后它提示什么电池不匹配还是什么然后我不小心把那门关上了我现在再扫码他就又让我往里放电池了手里没电池了
chunk7403 我邀请一个新用户的话他最低的租一个月的行不行
chunk7838 柜子为什么不能用
chunk2276 我刚下单了一个租电瓶然后手机号租的然后电瓶太大了我要换那种正常的
chunk7312 我现在已经歇了3个小时它是怎么收费的
chunk2810 我刚电池放进去了他没有弹出来
chunk3056 我把电池放进去了门没开我要换电呢
chunk8441 我现在换电遇到困难了我怎你怎么给我解决现在
chunk987 我换电它寄存的话可以一直寄存吗
chunk1216 我电卡里边还有钱我想我不想用了我怎么退钱
chunk2979 我们这锂换电这里怎么他无法换电呀
chunk4551 我现在我上面还有显示三天三天到这十五个小时我现在不用了呀我就直接退怎么退不掉的呀
chunk4691 我这里换电我电池放进去但是没有弹开窗
chunk7567 我巷子放在机子里面去了要怎么搞
chunk6732 刚我扫电池我扫我自己的时候他开了一个舱门出来然后里面有个电池电池都没好像是人家退了还是怎么的没有退下来我拿出来我换进去了电池你们怎么搞
chunk5226 我寄存成功没有我寄存放进去他让我等了一分钟然后我电池已经放进去柜也关上然后显示我扫码过期什么玩意儿的但是我现在退回看到上边是套餐寄存中
chunk6574 佛山顺德那边有没有换电站
chunk2987 电池取不出来
chunk6192 我之前是有打过电话的我是租了电但是我现在换了车但是车现在要用电池的话没有线我现在已经在换电的地方了现在说一下怎么弄线
chunk8268 必须到电柜取电激活一下是不是
chunk7465 我这边是要寄存电池然后在线客服那边说让我这边给你在线打电话
chunk3179 我电能开了怎么打不开了不充电呢我现在放了电池你那都没打开
chunk1129 我这锂换电APP我登录上去然后定位也开了但是它显示没有站点就没有充电桩
chunk8235 我现在是六十伏的套餐然后我想现在我怎么续费我现在好像续费不了
chunk7096 我过来他又说电柜失去联系了什么意思
chunk3626 我这边是帮我查一下我账号是不交过押金
chunk3064 我想我寄存的怎么取不出来嘞
chunk2978 我之前手机号不用了
chunk6773 账号是186
chunk7159 我的电池用是四十八伏给我换到六十伏的
chunk158 充电桩线上面显示设备离线你们这边可以给他调整上线吗这边要充电现在充不上
chunk4338 18611953969编号是在什么位置型号
chunk7069 我现在用这锂换电的话我需要在深圳这边使用
chunk1200 我是一个骑手然后我干了两天不干了然后店我给他退掉了他押金我还要再交什么吗
chunk4607 电柜打不开了
chunk3304 我们在电柜这边取线材的话没出来是不是里面没线材了
chunk3305 那帮我换个套餐可以吧
chunk143 四十八伏上海还有两种四十八伏的有一个带字母的是哪一个电容量高一点
chunk4665 你那边可以转的是吧
chunk4842 我看绿灯亮了就刚才我向你们平台反映问题我看绿灯亮了这充电时长应该是正常的但是在我手机上显示的为啥不正常了
chunk6583 这锂换电的我在江苏州吴江区桃源镇这里这锂换电的话有没有电柜的
chunk7056 你们这电柜是藏起来的吗我跟着你们电柜的导航换了三四个导航它都是在一个位置但是都没有都搞了三四个地方了
chunk3472 安装这锂电池是在哪里安装的
chunk7565 我现在想退套餐和电可以吗
chunk1860 我现在这边有一个柜子他这边十五个柜口有十二块电池但是我这边显示无满电换不了你给我看一下子他这机器是怎么的了是出问题了还是咋的
chunk1001 我刚换电池的时候他这里有个门开着的我把电池放进去了然后然后不是不是箱子
chunk7855 我柜门打不开是怎么回事电池已经放进去了
chunk7649 我昨天打过电话他说边寄存的给我折到这边来就跨城市了
chunk7769 我正在退电池它这里扫码显示异常退电失败
chunk3543 我刚电池电池放进去了根本都开不了柜呀
chunk117 刚才我给您打过电话了然后退电池
chunk6867 这边扫码没有出线呢
chunk878 在合作这里
chunk7299 车子电池然后昨天我车子出事故了然后车子被交警拖走了然后我人受伤了我会老家养病去了然后我车子一二十天骑不了电池也相当于在交警里头我这能不能电话冻结呢
chunk276 我刚充电它灯一直是绿色的然后我上面提示什么异常然后我就中断了充电它还是给我扣费了呀
chunk6401 我电池换不了它底还没有了还不了怎么搞
chunk6482 我用的这锂换电以前都是三百二我回家休息了一段时间现在回来成了三百六没有优惠了
chunk6547 电池能退吗昨天刚租的
chunk1164 然后我现在没办法去地方因为我现在人在外地就没办法去亲自归还电池所以想看你们能不能帮忙查一下电池然后看到那边帮我帮忙归还一下
chunk3690 我电瓶是什么问题现在我是换了电了但是手机上面显示的是在离线中看不到电的
chunk208 我把电池放进去了然后仓门没打开
chunk6051 我刚换电不小心把线材给放里面去了
chunk3416 我柜子应该是放反了我把柜门关了你帮我开一下可以吗好
chunk1467 我们这边的小区的充电桩它为什么没有电了
chunk2106 我换电池放进去门关上了但是新的电池门没开
chunk2974 我用这锂换电邀请的怎么没有邀请金
chunk955 我为什么昨天交的押金用不了
chunk1845 我电池怎么用不了了我现在逾期了我现在想去续费说电池好像是用不了了
chunk4147 我不是有个伏ip套餐吗怎么现在没有了呢
chunk7003 这锂换电比方说我买一个套餐完了在苏州存在柜儿里面在别的城市能用吗能跨地区吗
chunk7067 我寄存的我现在来到换电桩他怎么说未知换电怎么回事
chunk1642 就我换刚换了六十伏然后我已经在平台也操作了然后我导航过来这里显示了六十伏然后到了这换电柜这里然后一闪他说没有买什么电池不可用怎么回事
chunk5574 申请的退款的押金什么时候到账
chunk6271 刚才我的电池我押金退不出来然后它一直在扣我的信用分上面显示的一直是信用免押
chunk7612 请问我电池四十八伏的可以给我换成六十伏的吗
chunk1149 我这边扫码电池我定位出了点问题然后我开错另外一个柜子了现在我没法去另外一个柜子那里取电有点远你可以帮我把电池掉嘛然后我在这边附近的柜子这里重新取一个
chunk3438 我这儿把电池放进去了应该是方向没放好它关门了然后没出来电池
chunk2362 就是那个套餐不是买重复了吗
chunk5575 我们这里为什么还不加电池呀我反馈了这么久了现在电池都没有
chunk5469 这边换电池的电池能不能多加几个这边四十八伏的好像都没怎么几个用了有几个柜子
chunk3268 套餐明天到期可以转让给其他用户吗
chunk7253 我先报一下我的账号
chunk1819 我电池要换因为我回去过年了这几天回去过年一直逾期的放在这里今天才到想换掉要还电池嘛
chunk2675 刚才我在这边取线材的时候然后一响但是没有出线材
chunk3172 我电池放进去不出来怎么回事
chunk966 我这边换电失败了你帮我充一下电呗
chunk5364 我预约电瓶怎么不管了然后预约它上面不显示了不知道咋回事是我账号的事还是啥的事
chunk2326 我电池送进去了怎么没出来
chunk433 电池换回去了然后押金没退回来
chunk2355 202305225063
chunk5927 接头是在哪里拿呀
chunk3415 我前天换的六十伏mini的套餐现在我在福田这里附近没有换电柜了
chunk3454 马泉营村电瓶柜我电瓶非给人家都给我吞了
chunk3611 我的取电取不了我之前寄存的啦
chunk2287 我电池放进去没电池弹出来给我
chunk3898 我寄存的怎么现在是已过期怎么回事
chunk8413 我在和郑东部旅游度假区这里有没有换电附近
chunk487 我一个电池放进去了然后他那他那里一直显示是没有放进没检查到电池怎么回事
chunk2665 我是你们一个经销商
chunk4979 我现在寄存了然后他说套餐剩余额二十八天十三小时然后我如果取电激活的话他是怎么算的呀怎么用的如果现在激活的话
chunk3870 你们现在换电有大电瓶吗
chunk5406 我租的电池套餐然后去上海金浦那边有没有电池柜
chunk3043 我昨天我把自己的车充电了他把我都锁起来了我走不了了
chunk4128 我现在登的账号以前是厦门的以前的武汉的话我现在不是到厦门来了吗我直接登入我以前的套餐会员吗
chunk7472 我电池是需要寄存然后它其实是需要有两个空格才可以寄存吗
chunk3873 我这不是扫码买线材吗然后线不准备出来呀
chunk1661 我电池放里面了然后我关上箱门了它显示错误
chunk6969 我电瓶是三十号晚上寄存的为啥到现在已经少了四天了
chunk5587 我套餐不用了我转给我朋友吧
chunk3570 我这边电池被吞了
chunk1767 你刚才事情还没给我处理完我还是找不到还是换不到
chunk8367 我是顺丰的员工我们内部有优惠我租的套餐我想改一下子改成一个月的
chunk1158 我们充电桩哪显示的设备离线充不了电了
chunk699 我打算用这锂换电嘛我还没用呢我先买套餐买完套餐以后我现在先不取那电池呢还用计费吗还是怎么的着
chunk4944 我在斑马充电显示的有余额我去哪里找电
chunk2210 我这一个电池就放错柜子了
chunk4450 我白天在APP上面看到九十九块三十四的套餐怎么没有了
chunk1244 我电池放进去了但那新的电池没有弹出来我现在电池在里面怎么办
chunk4848 我账号可以换成别人的账号吗可以换一下吗
chunk2687 我刚才申请的退款你能不能做加急
chunk4267 我套餐暂时不准备用我想转给别人怎么操作
chunk4882 我刚换电电池放进去了电池放错了然后没检测到电池然后门也关了怎么办
chunk3061 我这边是电池说他已经关闭了放电他说要联系客服
chunk6711 不是是另外一个口电瓶车上面线连接的那一头
chunk5434 我用账号嘛用的我朋友的账号我已经注册好了电池的钱已经交了为什么换不了电呢
chunk5051 你这锂换电新人有活动吗
chunk7610 我是第一次寄存我这边是不是套餐寄存中寄存天数现在就已经计算成功了
chunk577 我订购的是max套餐然后我做舱是用的小电池我现在想拿小电池但是一取电他老给我排MAX刚开始我放过去做动舱
chunk7246 扫机器门没弹开别的门有一个没关我就给撂错箱了
chunk6943 刚我手机号码租了一个电池我现在要租电池然后我交了一个月然后我现在要怎么操作取出电池我是因为我都忘记了怎么操作以前
chunk5885 我存电之后取电它给我扫码失败是什么意思
chunk8335 充电柜我线呢我没拿出来的不小心把门关上了怎么才能开
chunk859 我不是有个账户到期了吗
chunk866 事实是就投放国他旁边不是有一个吗
chunk3025 我充电的地方能充值吗能我看见有个什么什么电卡管理是能绑卡吗
chunk1800 装二十七小区里边充电桩都没电了
chunk5523 我现在电池被人家拿走了看得到定位具体什么位置找不到像这种情况怎么搞
chunk7243 上一个客服我刚就在电柜边上后面他又叫我去另外一个电柜我把两块电池全部放到两个电柜了
chunk8007 我电池号是吧20210907
chunk151 把我电池放进去了但是电池不出来
chunk4489 我的买套餐怎么买不了
chunk5722 现在购买套餐活动怎么没有买到两个月赠十五天的套餐
chunk165 为啥我这锂套餐为啥我不是暂停了吗然后我不是去年的时候我为什么去激活不了
chunk4474 你们套餐是不是没有调整呢续费的话这是怎么续的
chunk5066 这锂换电套餐怎么没有短期套餐呢
chunk6589 咱这里换电有一个寄存的功能是吧
chunk5407 我现在电瓶没电了我到换电站这里扫不出来了
chunk8037 我刚才插的充电器充电完了我电动车充不进电我去修去了回来我再插这充电器装他就显示已经充完了我前后还没有出去这三十分钟呢
chunk3924 您查一下我手机号码电池是退过了还是咋
chunk370 线盘转接头是安德森的是吧是不是都能用
chunk733 我知道押金我付了就直接是可以提现出来是吧
chunk7516 我要寄存电池然后这里电柜有两个空的但是它显示没有
chunk1967 我这机器人不是有叫得了五十万四十九万七毛的
chunk4318 电池我不用了帮我把押金退一下
chunk700 我是在这里充电充电桩充电我付了两块钱说充电八小时怎么充了两个多钟头就给我停了
chunk5096 我要休息几天我把电池存下来咋存不了
chunk5423 我刚才扫码第一次使用这锂不是线材免费吗我扫完之后线没出来
chunk2715 支付宝购买完了电池下载APP扫是怎么显示没购买呀
chunk762 我的换不了电池
chunk6420 这锂换电你们在嘉兴天成那不有个柜子嘛柜子都不允许进来换你们安排在干嘛呢
chunk2283 我这会要充电的过来都没电吧
chunk7662 我换电他柜门没弹开
chunk3309 我刚扫码然后他弹了一个柜子开弹出来了我不知道是不是柜子我把它塞进去了然后现在电池在里面
chunk6307 车才开了十多天我这里电量显示还有五十多但他车已经开不动了这怎么回事
chunk4483 我把电池退了退了以后你看一下我这有押金没有
chunk6781 我电瓶车丢了然后我这边看着咱们电瓶定位上面写着一个柜子中换电未付是什么意思
